uid,archivo,fuente,video,t,ubicacion,grupo,split,md5,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
P_flechaRectaDerecha_semaforo_flechaRecta_t35m20_30s,P_flechaRectaDerecha_semaforo_flechaRecta_t35m20_30s.jpg,P,MARIO_47min,2120.3,,1,train,b9daacb42d2ed577267aef91043667b6,0,0,1,1,2,0,3,0,1,0,0,2
P_flechaRectaDerecha_semaforo_flechaRecta_t35m21_70s,P_flechaRectaDerecha_semaforo_flechaRecta_t35m21_70s.jpg,P,MARIO_47min,2121.7,,1,train,2d03faae07e2bf1d11ce5f74d05f9a88,0,0,1,1,2,0,1,0,1,0,1,2
P_flechaRectaDerecha_semaforo_t23m17_86s,P_flechaRectaDerecha_semaforo_t23m17_86s.jpg,P,MARIO_47min,1397.86,,0,train,7feba95dc34ef662d49eb820f0c4f0f3,0,0,0,1,3,0,3,0,0,0,0,1
P_flechaRectaDerecha_semaforo_t23m23_99s,P_flechaRectaDerecha_semaforo_t23m23_99s.jpg,P,MARIO_47min,1403.99,,0,train,29f9d8d50b41663875bde4f44f72122b,0,0,0,1,2,2,2,0,0,0,0,2
P_flechaRectaDerecha_t34m44_18s,P_flechaRectaDerecha_t34m44_18s.jpg,P,MARIO_47min,2084.18,,1,train,23fb5e1407f97259337608a58a30b015,0,0,0,1,0,0,3,0,0,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00000000ms_f0000000,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00000000ms_f0000000.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,0.0,,0,train,a86b777c797902606c5b5d4f5905a5ad,0,0,0,0,1,0,11,0,5,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00004998ms_f0000150,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00004998ms_f0000150.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,4.998,,0,train,cbe924fb622cd9cd19b8e6249784d755,0,0,0,0,1,0,8,0,4,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00009997ms_f0000300,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00009997ms_f0000300.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,9.997,,0,train,7bc758b70bf01cbc97aebb2b6b017018,0,1,0,0,3,0,7,0,3,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00014995ms_f0000450,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00014995ms_f0000450.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,14.995,,0,train,c371a21b5e1b002d80527f95653e41be,0,2,0,0,5,1,9,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00019994ms_f0000600,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00019994ms_f0000600.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,19.994,,0,train,7a430ab1baebf7eab6ad72e9023fe1cf,0,6,2,0,2,0,6,0,3,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00024992ms_f0000750,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00024992ms_f0000750.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,24.992,,0,train,f3370cb8e63e628e142ea6d150855ff6,0,0,0,0,3,0,9,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00029991ms_f0000900,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00029991ms_f0000900.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,29.991,,0,train,4c721d4c100d65910b900b17157ce022,0,0,0,0,0,0,7,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00034989ms_f0001050,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00034989ms_f0001050.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,34.989,,0,train,8a4a278e080183edd492675c029b587a,0,0,0,0,1,0,6,1,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00039988ms_f0001200,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00039988ms_f0001200.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,39.988,,0,train,519193b221462180f2e05e850ffdf3b3,0,0,0,0,3,0,9,0,1,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00044986ms_f0001350,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00044986ms_f0001350.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,44.986,,0,train,6bd75d16a13baf4c6285b7ec0a18097a,0,0,0,0,2,0,11,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00049985ms_f0001500,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00049985ms_f0001500.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,49.985,,0,train,191a0c2ed104269a028897e49e67c721,0,0,0,0,2,0,11,1,2,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00054983ms_f0001650,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00054983ms_f0001650.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,54.983,,0,train,87e06fff35e0b965fa674873fa3b70bc,0,0,0,0,3,0,5,0,4,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00059982ms_f0001800,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00059982ms_f0001800.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,59.982,,0,train,bf53c2409baf582073ac678c0ef84a59,0,0,0,0,3,0,8,0,4,0,1,2
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00064980ms_f0001950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00064980ms_f0001950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,64.98,,0,train,8a7630b31fbfe05b1fb0626d4bec3e18,0,2,0,0,1,0,10,0,4,0,3,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00069979ms_f0002100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00069979ms_f0002100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,69.979,,0,train,4733e6a919d849ef0861142a049492a7,0,0,0,0,0,0,2,0,1,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00074978ms_f0002250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00074978ms_f0002250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,74.978,,0,train,bc7a77f0d0215f63961a19c69f997137,0,0,0,0,1,0,2,0,2,0,2,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00079976ms_f0002400,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00079976ms_f0002400.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,79.976,,0,train,84fac614ed92d0efd8c5f7659f957e9b,0,0,0,0,3,1,6,1,3,0,5,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00084975ms_f0002550,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00084975ms_f0002550.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,84.975,,0,train,0ee4a4138b68a9f9c287054f334e18cb,0,0,0,0,7,0,6,1,4,0,2,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00089973ms_f0002700,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00089973ms_f0002700.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,89.973,,0,train,b4a6ae1a26deec9aed8ecf40251e2dea,0,0,0,0,5,0,7,0,5,0,5,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00094972ms_f0002850,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00094972ms_f0002850.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,94.972,,0,train,4d552513baf1930fee10c89e8d02c2d2,0,0,0,0,4,0,7,1,4,0,4,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00099970ms_f0003000,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00099970ms_f0003000.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,99.97,,0,train,f06bd13f833555d0c1929674a949354d,0,0,0,0,2,0,7,1,4,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00104969ms_f0003150,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00104969ms_f0003150.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,104.969,,0,train,2f12e4d5ef27ce7b3caa8b62546d19c6,0,0,0,0,6,0,10,1,3,0,3,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00109967ms_f0003300,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00109967ms_f0003300.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,109.967,,0,train,27d7f4ff449a2781d1e2fd094b90e843,0,0,0,0,4,0,9,1,3,4,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00114966ms_f0003450,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00114966ms_f0003450.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,114.966,,0,train,b948a630dc06390f326bca0e3ce5150d,0,0,0,0,3,0,5,0,2,5,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00119964ms_f0003600,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00119964ms_f0003600.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,119.964,,0,train,c59f22752aa5bf1a6dff3b725e8ef1b3,0,1,0,0,4,0,16,0,2,4,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00124963ms_f0003750,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00124963ms_f0003750.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,124.963,,0,train,9a678b05d59af3c9d336175e020aa984,0,1,0,0,0,0,6,0,2,3,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00129961ms_f0003900,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00129961ms_f0003900.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,129.961,,0,train,8b8c43451eca0f502b3504c3451ab237,0,1,0,0,4,1,10,0,0,4,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00134960ms_f0004050,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00134960ms_f0004050.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,134.96,,0,train,335fb56a9fc235b332e759ae38e01ffb,0,1,0,0,6,0,8,1,1,5,0,2
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00139958ms_f0004200,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00139958ms_f0004200.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,139.958,,0,train,d32b89328a8ad27dc3d82e122bd0ced9,0,0,0,0,1,0,6,0,2,2,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00144957ms_f0004350,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00144957ms_f0004350.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,144.957,,0,train,b262a88cce818f868d269aee7bfcd2a7,0,0,0,0,4,0,8,0,2,2,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00149956ms_f0004500,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00149956ms_f0004500.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,149.956,,0,train,8c6df16081933eb43c7899aab60db07e,0,0,0,0,3,0,10,0,2,2,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00154954ms_f0004650,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00154954ms_f0004650.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,154.954,,0,train,441b4714565e5b358f179b1ab5e62aef,0,0,0,0,2,0,9,0,1,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00159953ms_f0004800,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00159953ms_f0004800.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,159.953,,0,train,7402902b23e2d50235c1904e7ab167e3,0,0,0,0,5,0,5,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00164951ms_f0004950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00164951ms_f0004950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,164.951,,0,train,cf9b7a24417bb7ad076de9a07f38bb54,0,0,0,0,0,0,9,0,1,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00169950ms_f0005100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00169950ms_f0005100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,169.95,,0,train,2e7d219a1d9fa47fdf8b7ba0be4393f5,0,0,0,0,0,0,8,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00174948ms_f0005250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00174948ms_f0005250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,174.948,,0,train,b77b287998c353608c4893f7c8ae4a69,0,0,0,0,4,0,5,1,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00179947ms_f0005400,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00179947ms_f0005400.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,179.947,,0,train,db804089b64f0ce6a94c5685d10fcd80,0,0,0,0,5,0,5,0,1,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00184945ms_f0005550,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00184945ms_f0005550.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,184.945,,0,train,a41ef1484ba6be509ad128361ccec540,0,0,0,0,3,0,8,0,0,0,3,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00189944ms_f0005700,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00189944ms_f0005700.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,189.944,,0,train,c1942e14ea2a5e6aa5635f035756cca6,0,2,0,0,6,1,10,0,1,0,3,2
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00194942ms_f0005850,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00194942ms_f0005850.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,194.942,,0,train,9903b4095ab7769cb0a8d295675f7e5a,0,1,0,0,10,0,10,0,0,0,2,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00199941ms_f0006000,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00199941ms_f0006000.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,199.941,,0,train,ac6fee0f630df62a4cad6f07ff1eae45,0,1,0,0,7,0,5,0,0,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00204939ms_f0006150,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00204939ms_f0006150.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,204.939,,0,train,941e9154a5e8740f04f836b0ac076aac,0,1,0,0,6,1,5,0,0,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00209938ms_f0006300,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00209938ms_f0006300.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,209.938,,0,train,4edeb1571e6c14de20e3143e6df3ae2d,0,1,0,0,4,0,4,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00214937ms_f0006450,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00214937ms_f0006450.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,214.937,,0,train,600ecb9ea1543a57b7dee1da04dfc2a6,0,1,0,0,4,0,6,0,0,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00219935ms_f0006600,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00219935ms_f0006600.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,219.935,,0,train,ae611ab54f5964a11413bf641c3cd695,0,1,0,0,1,0,8,0,0,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00224934ms_f0006750,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00224934ms_f0006750.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,224.934,,0,train,c7f25b866258bbd9680210296b56ba5b,0,1,0,0,4,1,6,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00229932ms_f0006900,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00229932ms_f0006900.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,229.932,,0,train,a03d69f2be33ec50e4015984fde0dfc8,0,1,0,0,3,1,7,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00234931ms_f0007050,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00234931ms_f0007050.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,234.931,,0,train,d4dc990f3b06ab877660824985a940bf,0,1,0,0,2,1,5,1,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00239929ms_f0007200,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00239929ms_f0007200.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,239.929,,0,train,38fcbc4489dd35df3134aab4ff3ebd3b,0,2,0,0,3,1,6,1,0,3,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00244928ms_f0007350,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00244928ms_f0007350.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,244.928,,0,train,6c88aac626a02aa80bc54d35462ce92c,0,0,0,0,2,1,7,1,0,2,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00249926ms_f0007500,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00249926ms_f0007500.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,249.926,,0,train,466503fba055f475f7478ff25f5bd6e6,0,0,0,0,0,0,5,0,0,2,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00254925ms_f0007650,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00254925ms_f0007650.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,254.925,,0,train,32df77e75503d3269f4ec3e915dd33de,0,0,0,0,0,0,4,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00259923ms_f0007800,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00259923ms_f0007800.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,259.923,,0,train,6b46c7e8172f33db35669a85b7d9fe45,0,0,0,0,0,0,6,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00264922ms_f0007950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00264922ms_f0007950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,264.922,,0,train,3d9bdfea4f1ae7275866ba7f30e846c3,0,0,0,0,1,0,10,0,0,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00269920ms_f0008100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00269920ms_f0008100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,269.92,,0,train,78f4737a6adf1e2f71a4a9383ecfa708,0,0,0,0,0,0,5,0,1,0,0,2
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00274919ms_f0008250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00274919ms_f0008250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,274.919,,0,train,35d1cb88ddaf633c48e0b59d3bfddec6,0,0,0,0,0,0,4,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00279917ms_f0008400,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00279917ms_f0008400.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,279.917,,0,train,831faac5e4548c0bae9a59a66c174ee5,0,0,0,0,0,0,5,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00284916ms_f0008550,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00284916ms_f0008550.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,284.916,,0,train,d6fa8f31280c4b477d973a3d01c86461,0,0,0,0,0,0,12,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00289915ms_f0008700,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00289915ms_f0008700.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,289.915,,0,train,e134614a46f8ae4c85555349422f904a,0,0,0,0,0,0,11,0,1,1,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00294913ms_f0008850,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00294913ms_f0008850.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,294.913,,0,train,98c6dc35baacf7a8d6b8359190ef8f18,0,2,0,0,2,0,5,0,0,3,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00299912ms_f0009000,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00299912ms_f0009000.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,299.912,,0,train,f451a2832916f98719ebb7494795392d,0,0,0,0,2,0,4,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00304910ms_f0009150,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00304910ms_f0009150.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,304.91,,0,train,35f97fac57f567d347d6c5d27f70bcb3,0,0,0,0,0,0,4,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00309909ms_f0009300,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00309909ms_f0009300.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,309.909,,0,train,b4b2fc72900d9bd0c4363b0f4e69852c,0,0,0,0,0,0,5,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00314907ms_f0009450,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00314907ms_f0009450.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,314.907,,0,train,d5ca3f495998bf6c8f3205cb86dd8969,0,0,0,0,1,0,6,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00319906ms_f0009600,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00319906ms_f0009600.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,319.906,,0,train,801de79ca38503007b7b3d69092da51f,0,0,0,0,3,0,4,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00324904ms_f0009750,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00324904ms_f0009750.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,324.904,,0,train,b541aec2de6b65e8f159fdf10e94e756,0,0,0,0,4,0,6,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00329903ms_f0009900,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00329903ms_f0009900.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,329.903,,0,train,61dd64ac1cd8e77256b411b113279d06,0,0,0,0,7,1,14,1,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00334901ms_f0010050,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00334901ms_f0010050.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,334.901,,0,train,3a2712f3dd655c40d51ae9f941dfe2ca,0,0,0,0,8,1,16,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00339900ms_f0010200,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00339900ms_f0010200.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,339.9,,0,train,a2a75ef5f6088ffe9a2a2fc9c7ef954f,0,0,0,0,0,0,13,0,1,0,0,1
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00344898ms_f0010350,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00344898ms_f0010350.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,344.898,,0,train,4b5292b857a33901550b1500694dd013,0,0,0,0,4,1,9,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00349897ms_f0010500,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00349897ms_f0010500.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,349.897,,0,train,428beab170d2b607f2c61c47094699b7,0,0,0,0,2,1,8,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00354896ms_f0010650,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00354896ms_f0010650.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,354.896,,0,train,e09d050764a9d92c76b9c98ec8771a42,0,0,0,0,0,0,7,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00359894ms_f0010800,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00359894ms_f0010800.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,359.894,,0,train,12b4f4a5714d2ae790d031f2ce062a6f,0,0,0,0,0,0,1,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00364893ms_f0010950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00364893ms_f0010950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,364.893,,0,train,0bffe2706a35a7d4b0b6f27f3ae594ba,0,0,0,0,5,0,1,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00369891ms_f0011100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00369891ms_f0011100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,369.891,,0,train,fac33de5fb3e4d5a496db7befb7a25e5,0,0,0,0,0,0,5,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00374890ms_f0011250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00374890ms_f0011250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,374.89,,0,train,90d6dbc62d3c1999df382dc4dfe9de9e,0,0,0,0,0,0,5,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00429874ms_f0012900,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00429874ms_f0012900.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,429.874,,35,val,b329dbf8d2ae76ffc86204cda4087bbe,0,0,0,0,0,0,5,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00439871ms_f0013200,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00439871ms_f0013200.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,439.871,,35,val,e299722bc3ebbf5fec55773fdac2b478,0,0,0,0,1,1,5,0,1,0,0,0
